"filename","url","format","width","height","bytes"
"CHI-Beloveful6","https://res.cloudinary.com/dvwdoezk1/image/upload/v1760979037/home/camo/new/beloveful.com/public/Website%20beloveful.com/Erasing%20Borders/CHI-Beloveful6.jpg","jpg","1152","1440","1066996"
