"filename","url","format","width","height","bytes"
"MOR-IMG_5248 copy","https://res.cloudinary.com/dvwdoezk1/image/upload/v1760978432/home/camo/new/beloveful.com/public/Website%20beloveful.com/Erasing%20Borders/MOR-IMG_5248%20copy.jpg","jpg","2001","3001","4753323"
