"filename","url","format","width","height","bytes"
"Copy of CHI-359","https://res.cloudinary.com/dvwdoezk1/image/upload/v1760979008/home/camo/new/beloveful.com/public/Website%20beloveful.com/Workshop%20Photos/Copy%20of%20CHI-359.jpg","jpg","1440","960","630018"
