"filename","url","format","width","height","bytes"
"Copy of CHI-9872-Website-2","https://res.cloudinary.com/dvwdoezk1/image/upload/v1760977139/home/camo/new/beloveful.com/public/Website%20beloveful.com/Workshop%20Photos/Copy%20of%20CHI-9872-Website-2.jpg","jpg","1440","900","764526"
