"filename","url","format","width","height","bytes"
"Copy of CHI-5041","https://res.cloudinary.com/dvwdoezk1/image/upload/v1760978713/home/camo/new/beloveful.com/public/Website%20beloveful.com/Workshop%20Photos/Copy%20of%20CHI-5041.jpg","jpg","1440","960","1424197"
