"filename","url","format","width","height","bytes"
"IMG_1306","https://res.cloudinary.com/dvwdoezk1/image/upload/v1760978719/home/camo/new/beloveful.com/public/Website%20beloveful.com/Workshop%20Photos/IMG_1306.jpg","jpg","4898","3265","480160"
