"filename","url","format","width","height","bytes"
"Crowneplaza4","https://res.cloudinary.com/dvwdoezk1/image/upload/v1760979174/home/camo/new/beloveful.com/public/Website%20beloveful.com/clients/Crowneplaza4.png","png","2000","1500","32848"
