"filename","url","format","width","height","bytes"
"NatureVSNurture copy","https://res.cloudinary.com/dvwdoezk1/image/upload/v1760977917/home/camo/new/beloveful.com/public/Website%20beloveful.com/Erasing%20Borders/NatureVSNurture%20copy.jpg","jpg","1440","859","1172173"
