"filename","url","format","width","height","bytes"
"breaks-chicago","https://res.cloudinary.com/dvwdoezk1/image/upload/v1760979277/home/camo/new/beloveful.com/public/Website%20beloveful.com/clients/breaks-chicago.jpg","jpg","1200","1200","158472"
