"filename","url","format","width","height","bytes"
"egypt","https://res.cloudinary.com/dvwdoezk1/image/upload/v1760978688/home/camo/new/beloveful.com/public/Website%20beloveful.com/clients/egypt.png","png","370","370","12763"
