"filename","url","format","width","height","bytes"
"DSCF3088 copy","https://res.cloudinary.com/dvwdoezk1/image/upload/v1760978963/home/camo/new/beloveful.com/public/Website%20beloveful.com/Erasing%20Borders/DSCF3088%20copy.jpg","jpg","1080","666","694762"
